name,description,price,stock,categoryId,locationId
Product_1304,Description_1304,220,00,36,2,2
Product_1305,Description_1305,65,00,9,4,2
Product_1306,Description_1306,139,00,11,2,1
Product_1307,Description_1307,190,00,99,4,1
Product_1308,Description_1308,139,00,43,2,1
Product_1309,Description_1309,398,00,17,4,2
Product_1310,Description_1310,97,00,85,3,2
Product_1311,Description_1311,381,00,7,2,2
Product_1312,Description_1312,44,00,79,2,1
Product_1313,Description_1313,236,00,90,3,2
Product_1314,Description_1314,44,00,77,4,1
Product_1315,Description_1315,398,00,30,1,1
Product_1316,Description_1316,384,00,52,4,2
Product_1317,Description_1317,214,00,96,1,2
Product_1318,Description_1318,242,00,19,1,2
Product_1319,Description_1319,483,00,99,2,2
Product_1320,Description_1320,475,00,74,3,2
Product_1321,Description_1321,150,00,99,1,1
Product_1322,Description_1322,192,00,2,2,1
Product_1323,Description_1323,406,00,55,2,1
Product_1324,Description_1324,343,00,69,2,2
Product_1325,Description_1325,149,00,89,2,1
Product_1326,Description_1326,370,00,72,3,1
Product_1327,Description_1327,358,00,33,4,1
Product_1328,Description_1328,31,00,87,3,2
Product_1329,Description_1329,190,00,58,1,1
Product_1330,Description_1330,175,00,90,4,1
Product_1331,Description_1331,91,00,41,2,1
Product_1332,Description_1332,216,00,90,3,1
Product_1333,Description_1333,309,00,51,3,2
Product_1334,Description_1334,465,00,81,1,2
Product_1335,Description_1335,140,00,94,4,2
Product_1336,Description_1336,122,00,22,2,1
Product_1337,Description_1337,301,00,29,2,1
Product_1338,Description_1338,42,00,19,2,1
Product_1339,Description_1339,470,00,54,3,1
Product_1340,Description_1340,98,00,91,2,1
Product_1341,Description_1341,353,00,25,2,2
Product_1342,Description_1342,28,00,39,4,1
Product_1343,Description_1343,297,00,17,3,2
Product_1344,Description_1344,434,00,94,3,2
Product_1345,Description_1345,229,00,64,4,1
Product_1346,Description_1346,116,00,55,2,1
Product_1347,Description_1347,181,00,75,1,2
Product_1348,Description_1348,76,00,82,3,1
Product_1349,Description_1349,265,00,3,4,2
Product_1350,Description_1350,363,00,2,1,2
Product_1351,Description_1351,488,00,68,1,1
Product_1352,Description_1352,371,00,73,3,1
Product_1353,Description_1353,18,00,64,4,1
Product_1354,Description_1354,399,00,88,4,1
Product_1355,Description_1355,284,00,52,3,2
Product_1356,Description_1356,114,00,66,1,1
Product_1357,Description_1357,404,00,94,3,1
Product_1358,Description_1358,342,00,4,1,2
Product_1359,Description_1359,435,00,25,2,2
Product_1360,Description_1360,187,00,82,1,1
Product_1361,Description_1361,302,00,41,4,2
Product_1362,Description_1362,120,00,92,2,2
Product_1363,Description_1363,217,00,88,3,1
Product_1364,Description_1364,110,00,19,1,2
Product_1365,Description_1365,255,00,36,1,1
Product_1366,Description_1366,332,00,44,2,1
Product_1367,Description_1367,52,00,36,2,2
Product_1368,Description_1368,160,00,98,1,2
Product_1369,Description_1369,129,00,84,1,1
Product_1370,Description_1370,278,00,32,3,1
Product_1371,Description_1371,313,00,95,1,2
Product_1372,Description_1372,114,00,35,1,1
Product_1373,Description_1373,55,00,55,4,1
Product_1374,Description_1374,292,00,58,1,2
Product_1375,Description_1375,288,00,99,2,1
Product_1376,Description_1376,288,00,31,3,1
Product_1377,Description_1377,308,00,63,4,1
Product_1378,Description_1378,63,00,12,2,2
Product_1379,Description_1379,376,00,59,4,1
Product_1380,Description_1380,458,00,97,1,1
Product_1381,Description_1381,444,00,13,3,2
Product_1382,Description_1382,244,00,5,2,2
Product_1383,Description_1383,473,00,3,3,1
Product_1384,Description_1384,60,00,62,2,1
Product_1385,Description_1385,469,00,58,3,2
Product_1386,Description_1386,184,00,60,1,1
Product_1387,Description_1387,323,00,24,2,1
Product_1388,Description_1388,79,00,6,1,2
Product_1389,Description_1389,219,00,29,4,2
Product_1390,Description_1390,91,00,9,3,2
Product_1391,Description_1391,236,00,27,1,1
Product_1392,Description_1392,468,00,84,2,2
Product_1393,Description_1393,331,00,14,4,2
Product_1394,Description_1394,142,00,54,4,2
Product_1395,Description_1395,257,00,52,1,1
Product_1396,Description_1396,449,00,26,3,2
Product_1397,Description_1397,360,00,95,1,2
Product_1398,Description_1398,393,00,3,2,1
Product_1399,Description_1399,348,00,80,1,1
Product_1400,Description_1400,183,00,60,2,2
Product_1401,Description_1401,124,00,33,4,2
Product_1402,Description_1402,365,00,76,3,2
Product_1403,Description_1403,233,00,7,4,2
Product_1404,Description_1404,51,00,60,3,1
Product_1405,Description_1405,279,00,97,1,2
Product_1406,Description_1406,102,00,3,4,2
Product_1407,Description_1407,333,00,13,1,1
Product_1408,Description_1408,165,00,47,4,1
Product_1409,Description_1409,303,00,69,1,2
Product_1410,Description_1410,119,00,96,3,1
Product_1411,Description_1411,419,00,96,4,1
Product_1412,Description_1412,151,00,78,3,2
Product_1413,Description_1413,160,00,95,4,1
Product_1414,Description_1414,332,00,63,1,2
Product_1415,Description_1415,50,00,23,1,1
Product_1416,Description_1416,31,00,7,2,2
Product_1417,Description_1417,321,00,85,1,1
Product_1418,Description_1418,263,00,82,2,2
Product_1419,Description_1419,270,00,12,1,2
Product_1420,Description_1420,129,00,79,1,2
Product_1421,Description_1421,497,00,79,3,2
Product_1422,Description_1422,103,00,47,2,1
Product_1423,Description_1423,127,00,25,4,2
Product_1424,Description_1424,389,00,16,1,1
Product_1425,Description_1425,125,00,14,1,1
Product_1426,Description_1426,110,00,95,3,1
Product_1427,Description_1427,56,00,33,3,1
Product_1428,Description_1428,456,00,86,3,2
Product_1429,Description_1429,444,00,82,1,2
Product_1430,Description_1430,25,00,8,3,2
Product_1431,Description_1431,310,00,33,2,1
Product_1432,Description_1432,240,00,62,2,1
Product_1433,Description_1433,303,00,75,1,1
Product_1434,Description_1434,476,00,56,4,1
Product_1435,Description_1435,202,00,97,4,2
Product_1436,Description_1436,83,00,40,3,1
Product_1437,Description_1437,32,00,40,3,2
Product_1438,Description_1438,104,00,54,4,2
Product_1439,Description_1439,166,00,70,4,2
Product_1440,Description_1440,17,00,45,1,1
Product_1441,Description_1441,227,00,82,2,2
Product_1442,Description_1442,145,00,66,1,1
Product_1443,Description_1443,399,00,8,3,1
Product_1444,Description_1444,304,00,1,1,1
Product_1445,Description_1445,253,00,67,1,1
Product_1446,Description_1446,414,00,57,1,2
Product_1447,Description_1447,312,00,20,4,1
Product_1448,Description_1448,341,00,74,4,2
Product_1449,Description_1449,119,00,97,1,1
Product_1450,Description_1450,276,00,3,2,2
Product_1451,Description_1451,287,00,41,1,2
Product_1452,Description_1452,190,00,37,3,1
Product_1453,Description_1453,316,00,79,2,1
Product_1454,Description_1454,349,00,71,2,2
Product_1455,Description_1455,302,00,16,2,1
Product_1456,Description_1456,332,00,89,1,1
Product_1457,Description_1457,297,00,59,1,2
Product_1458,Description_1458,387,00,28,4,2
Product_1459,Description_1459,393,00,6,4,2
Product_1460,Description_1460,316,00,67,2,2
Product_1461,Description_1461,246,00,60,3,1
Product_1462,Description_1462,318,00,1,4,1
Product_1463,Description_1463,462,00,29,4,2
Product_1464,Description_1464,485,00,84,3,1
Product_1465,Description_1465,152,00,56,3,1
Product_1466,Description_1466,156,00,50,2,2
Product_1467,Description_1467,109,00,37,4,2
Product_1468,Description_1468,290,00,62,1,2
Product_1469,Description_1469,414,00,64,4,1
Product_1470,Description_1470,406,00,65,4,1
Product_1471,Description_1471,405,00,88,3,2
Product_1472,Description_1472,206,00,15,2,2
Product_1473,Description_1473,411,00,6,4,2
Product_1474,Description_1474,476,00,7,2,1
Product_1475,Description_1475,381,00,33,2,1
Product_1476,Description_1476,151,00,23,1,1
Product_1477,Description_1477,439,00,70,4,1
Product_1478,Description_1478,357,00,58,4,1
Product_1479,Description_1479,23,00,67,1,2
Product_1480,Description_1480,266,00,25,4,2
Product_1481,Description_1481,341,00,83,1,2
Product_1482,Description_1482,256,00,3,2,2
Product_1483,Description_1483,263,00,20,3,1
Product_1484,Description_1484,342,00,90,3,2
Product_1485,Description_1485,260,00,80,1,1
Product_1486,Description_1486,346,00,69,2,2
Product_1487,Description_1487,168,00,92,1,1
Product_1488,Description_1488,365,00,1,3,2
Product_1489,Description_1489,37,00,9,2,1
Product_1490,Description_1490,333,00,75,1,2
Product_1491,Description_1491,441,00,76,4,1
Product_1492,Description_1492,17,00,59,1,2
Product_1493,Description_1493,396,00,96,4,2
Product_1494,Description_1494,137,00,82,1,1
Product_1495,Description_1495,289,00,20,1,2
Product_1496,Description_1496,261,00,74,2,2
Product_1497,Description_1497,324,00,67,3,1
Product_1498,Description_1498,41,00,80,2,2
Product_1499,Description_1499,161,00,44,3,2
Product_1500,Description_1500,346,00,6,2,1
Product_1501,Description_1501,352,00,2,2,1
Product_1502,Description_1502,346,00,27,3,2
Product_1503,Description_1503,137,00,79,2,1
Product_1504,Description_1504,189,00,78,2,2
Product_1505,Description_1505,434,00,43,4,1
Product_1506,Description_1506,495,00,55,3,1
Product_1507,Description_1507,422,00,78,3,1
Product_1508,Description_1508,51,00,53,3,2
Product_1509,Description_1509,99,00,10,4,2
Product_1510,Description_1510,443,00,96,2,2
Product_1511,Description_1511,272,00,65,2,2
Product_1512,Description_1512,457,00,91,1,1
Product_1513,Description_1513,413,00,67,3,2
Product_1514,Description_1514,388,00,58,2,1
Product_1515,Description_1515,454,00,42,1,2
Product_1516,Description_1516,219,00,74,4,1
Product_1517,Description_1517,276,00,41,1,1
Product_1518,Description_1518,445,00,72,1,1
Product_1519,Description_1519,87,00,9,4,2
Product_1520,Description_1520,397,00,80,3,2
Product_1521,Description_1521,348,00,30,4,1
Product_1522,Description_1522,468,00,90,3,1
Product_1523,Description_1523,384,00,89,3,1
Product_1524,Description_1524,384,00,93,3,1
Product_1525,Description_1525,231,00,22,4,1
Product_1526,Description_1526,279,00,6,1,2
Product_1527,Description_1527,106,00,16,3,1
Product_1528,Description_1528,334,00,9,4,1
Product_1529,Description_1529,116,00,83,3,1
Product_1530,Description_1530,379,00,41,4,2
Product_1531,Description_1531,408,00,45,2,2
Product_1532,Description_1532,389,00,44,1,2
Product_1533,Description_1533,60,00,80,4,2
Product_1534,Description_1534,21,00,77,3,2
Product_1535,Description_1535,286,00,26,4,1
Product_1536,Description_1536,466,00,14,4,2
Product_1537,Description_1537,134,00,16,3,2
Product_1538,Description_1538,327,00,2,2,2
Product_1539,Description_1539,373,00,1,1,1
Product_1540,Description_1540,350,00,51,2,1
Product_1541,Description_1541,456,00,20,1,2
Product_1542,Description_1542,306,00,55,2,1
Product_1543,Description_1543,406,00,21,2,1
Product_1544,Description_1544,339,00,25,1,1
Product_1545,Description_1545,33,00,16,3,2
Product_1546,Description_1546,424,00,9,3,2
Product_1547,Description_1547,105,00,64,3,2
Product_1548,Description_1548,87,00,75,3,2
Product_1549,Description_1549,389,00,79,1,1
Product_1550,Description_1550,97,00,64,1,1
Product_1551,Description_1551,58,00,97,3,1
Product_1552,Description_1552,373,00,37,3,2
Product_1553,Description_1553,348,00,10,4,1
Product_1554,Description_1554,365,00,36,1,2
Product_1555,Description_1555,403,00,29,1,2
Product_1556,Description_1556,46,00,18,4,2
Product_1557,Description_1557,229,00,15,2,2
Product_1558,Description_1558,480,00,31,2,2
Product_1559,Description_1559,348,00,11,2,2
Product_1560,Description_1560,280,00,28,2,1
Product_1561,Description_1561,492,00,52,3,2
Product_1562,Description_1562,361,00,39,4,2
Product_1563,Description_1563,157,00,55,3,1
Product_1564,Description_1564,133,00,37,1,1
Product_1565,Description_1565,129,00,59,4,1
Product_1566,Description_1566,295,00,87,4,2
Product_1567,Description_1567,56,00,49,4,1
Product_1568,Description_1568,487,00,2,2,2
Product_1569,Description_1569,116,00,60,4,2
Product_1570,Description_1570,313,00,87,2,1
Product_1571,Description_1571,67,00,33,2,1
Product_1572,Description_1572,342,00,24,4,2
Product_1573,Description_1573,107,00,53,1,1
Product_1574,Description_1574,161,00,22,2,1
Product_1575,Description_1575,174,00,7,2,1
Product_1576,Description_1576,179,00,70,3,2
Product_1577,Description_1577,246,00,50,3,2
Product_1578,Description_1578,74,00,81,3,2
Product_1579,Description_1579,145,00,73,3,2
Product_1580,Description_1580,327,00,96,2,2
Product_1581,Description_1581,385,00,1,3,2
Product_1582,Description_1582,187,00,12,2,1
Product_1583,Description_1583,255,00,80,3,2
Product_1584,Description_1584,55,00,5,3,1
Product_1585,Description_1585,331,00,44,2,2
Product_1586,Description_1586,201,00,29,3,1
Product_1587,Description_1587,303,00,34,2,1
Product_1588,Description_1588,283,00,86,2,1
Product_1589,Description_1589,403,00,48,4,2
Product_1590,Description_1590,11,00,50,4,1
Product_1591,Description_1591,368,00,17,1,2
Product_1592,Description_1592,452,00,28,3,2
Product_1593,Description_1593,114,00,99,1,1
Product_1594,Description_1594,182,00,55,1,2
Product_1595,Description_1595,233,00,70,4,2
Product_1596,Description_1596,440,00,80,4,2
Product_1597,Description_1597,241,00,54,1,1
Product_1598,Description_1598,151,00,80,3,2
Product_1599,Description_1599,314,00,70,2,1
Product_1600,Description_1600,159,00,46,2,1
Product_1601,Description_1601,252,00,23,2,2
Product_1602,Description_1602,446,00,93,3,2
Product_1603,Description_1603,214,00,51,1,1
Product_1604,Description_1604,139,00,60,1,1
Product_1605,Description_1605,64,00,72,2,1
Product_1606,Description_1606,314,00,71,4,2
Product_1607,Description_1607,141,00,98,4,1
Product_1608,Description_1608,450,00,63,4,2
Product_1609,Description_1609,499,00,57,4,2
Product_1610,Description_1610,58,00,44,1,1
Product_1611,Description_1611,66,00,44,1,1
Product_1612,Description_1612,414,00,66,3,1
Product_1613,Description_1613,359,00,88,3,2
Product_1614,Description_1614,466,00,70,1,2
Product_1615,Description_1615,393,00,44,4,1
Product_1616,Description_1616,32,00,92,2,2
Product_1617,Description_1617,50,00,12,2,2
Product_1618,Description_1618,456,00,46,4,2
Product_1619,Description_1619,266,00,27,1,2
Product_1620,Description_1620,167,00,80,2,1
Product_1621,Description_1621,314,00,95,1,1
Product_1622,Description_1622,375,00,51,1,1
Product_1623,Description_1623,29,00,67,4,2
Product_1624,Description_1624,463,00,37,1,1
Product_1625,Description_1625,320,00,70,2,2
Product_1626,Description_1626,255,00,48,3,1
Product_1627,Description_1627,179,00,82,3,1
Product_1628,Description_1628,376,00,95,2,2
Product_1629,Description_1629,281,00,25,2,2
Product_1630,Description_1630,150,00,76,1,1
Product_1631,Description_1631,182,00,13,1,2
Product_1632,Description_1632,372,00,45,2,1
Product_1633,Description_1633,12,00,5,1,2
Product_1634,Description_1634,170,00,33,2,2
Product_1635,Description_1635,270,00,50,4,2
Product_1636,Description_1636,340,00,56,4,2
Product_1637,Description_1637,309,00,23,3,1
Product_1638,Description_1638,133,00,20,2,2
Product_1639,Description_1639,345,00,81,4,2
Product_1640,Description_1640,308,00,64,1,1
Product_1641,Description_1641,385,00,10,1,1
Product_1642,Description_1642,200,00,68,4,1
Product_1643,Description_1643,79,00,64,1,2
Product_1644,Description_1644,454,00,34,3,1
Product_1645,Description_1645,186,00,56,3,1
Product_1646,Description_1646,480,00,34,3,2
Product_1647,Description_1647,282,00,78,3,2
Product_1648,Description_1648,103,00,74,2,2
Product_1649,Description_1649,152,00,45,1,2
Product_1650,Description_1650,74,00,82,4,1
Product_1651,Description_1651,44,00,65,2,1
Product_1652,Description_1652,33,00,34,2,1
Product_1653,Description_1653,120,00,60,1,2
Product_1654,Description_1654,267,00,23,2,2
Product_1655,Description_1655,127,00,67,4,1
Product_1656,Description_1656,434,00,48,4,2
Product_1657,Description_1657,47,00,92,2,2
Product_1658,Description_1658,143,00,22,3,2
Product_1659,Description_1659,330,00,9,1,2
Product_1660,Description_1660,493,00,2,4,1
Product_1661,Description_1661,431,00,9,3,1
Product_1662,Description_1662,165,00,16,3,1
Product_1663,Description_1663,307,00,89,3,1
Product_1664,Description_1664,169,00,2,1,1
Product_1665,Description_1665,199,00,21,3,2
Product_1666,Description_1666,316,00,55,3,1
Product_1667,Description_1667,440,00,4,2,1
Product_1668,Description_1668,402,00,65,1,2
Product_1669,Description_1669,30,00,56,2,1
Product_1670,Description_1670,336,00,20,3,1
Product_1671,Description_1671,325,00,73,3,2
Product_1672,Description_1672,101,00,51,3,1
Product_1673,Description_1673,404,00,82,4,2
Product_1674,Description_1674,377,00,60,4,2
Product_1675,Description_1675,384,00,36,1,1
Product_1676,Description_1676,405,00,89,4,2
Product_1677,Description_1677,414,00,4,2,1
Product_1678,Description_1678,255,00,84,2,1
Product_1679,Description_1679,236,00,89,2,2
Product_1680,Description_1680,410,00,45,2,2
Product_1681,Description_1681,398,00,93,2,2
Product_1682,Description_1682,496,00,65,4,1
Product_1683,Description_1683,136,00,15,4,2
Product_1684,Description_1684,178,00,1,2,2
Product_1685,Description_1685,473,00,69,4,1
Product_1686,Description_1686,174,00,66,1,2
Product_1687,Description_1687,144,00,58,2,2
Product_1688,Description_1688,16,00,13,3,2
Product_1689,Description_1689,378,00,10,1,2
Product_1690,Description_1690,34,00,60,3,1
Product_1691,Description_1691,35,00,82,1,2
Product_1692,Description_1692,128,00,59,1,1
Product_1693,Description_1693,437,00,71,1,1
Product_1694,Description_1694,309,00,87,1,1
Product_1695,Description_1695,222,00,41,4,1
Product_1696,Description_1696,40,00,40,2,1
Product_1697,Description_1697,485,00,19,3,1
Product_1698,Description_1698,24,00,48,3,2
Product_1699,Description_1699,115,00,63,4,2
Product_1700,Description_1700,38,00,33,2,2
Product_1701,Description_1701,21,00,56,1,1
Product_1702,Description_1702,116,00,69,2,2
Product_1703,Description_1703,44,00,71,3,2
Product_1704,Description_1704,356,00,98,1,2
Product_1705,Description_1705,371,00,56,2,2
Product_1706,Description_1706,204,00,98,4,1
Product_1707,Description_1707,180,00,7,4,2
Product_1708,Description_1708,461,00,55,2,1
Product_1709,Description_1709,431,00,49,1,1
Product_1710,Description_1710,471,00,52,4,1
Product_1711,Description_1711,110,00,73,2,2
Product_1712,Description_1712,430,00,33,3,1
Product_1713,Description_1713,32,00,95,4,1
Product_1714,Description_1714,406,00,25,2,1
Product_1715,Description_1715,233,00,53,4,2
Product_1716,Description_1716,159,00,9,4,2
Product_1717,Description_1717,402,00,32,3,2
Product_1718,Description_1718,478,00,8,3,1
Product_1719,Description_1719,208,00,1,4,1
Product_1720,Description_1720,494,00,74,3,2
Product_1721,Description_1721,499,00,36,1,2
Product_1722,Description_1722,464,00,84,3,2
Product_1723,Description_1723,235,00,48,4,1
Product_1724,Description_1724,74,00,74,2,2
Product_1725,Description_1725,70,00,55,4,1
Product_1726,Description_1726,133,00,10,2,2
Product_1727,Description_1727,36,00,85,1,1
Product_1728,Description_1728,120,00,24,4,2
Product_1729,Description_1729,17,00,45,4,2
Product_1730,Description_1730,447,00,75,3,2
Product_1731,Description_1731,283,00,2,3,1
Product_1732,Description_1732,220,00,70,4,2
Product_1733,Description_1733,187,00,61,4,2
Product_1734,Description_1734,41,00,83,1,1
Product_1735,Description_1735,39,00,81,4,1
Product_1736,Description_1736,201,00,75,1,1
Product_1737,Description_1737,341,00,14,1,1
Product_1738,Description_1738,476,00,68,2,1
Product_1739,Description_1739,47,00,14,1,1
Product_1740,Description_1740,180,00,90,1,1
Product_1741,Description_1741,469,00,83,3,1
Product_1742,Description_1742,79,00,18,4,2
Product_1743,Description_1743,253,00,99,1,2
Product_1744,Description_1744,49,00,20,2,2
Product_1745,Description_1745,207,00,64,4,2
Product_1746,Description_1746,163,00,39,1,2
Product_1747,Description_1747,394,00,37,4,2
Product_1748,Description_1748,31,00,69,3,2
Product_1749,Description_1749,188,00,43,3,1
Product_1750,Description_1750,324,00,31,1,1
Product_1751,Description_1751,126,00,70,4,1
Product_1752,Description_1752,208,00,83,2,2
Product_1753,Description_1753,33,00,56,3,1
Product_1754,Description_1754,109,00,41,2,2
Product_1755,Description_1755,378,00,40,3,1
Product_1756,Description_1756,257,00,96,4,1
Product_1757,Description_1757,151,00,11,2,1
Product_1758,Description_1758,10,00,44,3,2
Product_1759,Description_1759,251,00,48,2,1
Product_1760,Description_1760,365,00,61,1,2
Product_1761,Description_1761,490,00,79,3,1
Product_1762,Description_1762,89,00,66,3,1
Product_1763,Description_1763,477,00,60,1,2
Product_1764,Description_1764,90,00,63,2,2
Product_1765,Description_1765,26,00,52,1,1
Product_1766,Description_1766,328,00,87,3,2
Product_1767,Description_1767,21,00,76,1,1
Product_1768,Description_1768,113,00,34,1,2
Product_1769,Description_1769,423,00,8,4,2
Product_1770,Description_1770,149,00,3,4,2
Product_1771,Description_1771,399,00,59,1,1
Product_1772,Description_1772,289,00,54,1,1
Product_1773,Description_1773,457,00,47,2,1
Product_1774,Description_1774,472,00,57,2,2
Product_1775,Description_1775,198,00,24,3,2
Product_1776,Description_1776,12,00,17,1,2
Product_1777,Description_1777,151,00,25,4,1
Product_1778,Description_1778,216,00,82,2,2
Product_1779,Description_1779,409,00,75,2,2
Product_1780,Description_1780,146,00,40,2,2
Product_1781,Description_1781,12,00,29,2,2
Product_1782,Description_1782,491,00,68,1,2
Product_1783,Description_1783,203,00,60,4,1
Product_1784,Description_1784,127,00,59,3,2
Product_1785,Description_1785,68,00,18,4,1
Product_1786,Description_1786,149,00,8,3,2
Product_1787,Description_1787,144,00,22,3,1
Product_1788,Description_1788,310,00,95,4,2
Product_1789,Description_1789,139,00,79,3,1
Product_1790,Description_1790,14,00,82,2,2
Product_1791,Description_1791,423,00,26,1,2
Product_1792,Description_1792,33,00,43,1,1
Product_1793,Description_1793,279,00,69,2,1
Product_1794,Description_1794,184,00,51,4,2
Product_1795,Description_1795,140,00,54,3,2
Product_1796,Description_1796,480,00,74,4,2
Product_1797,Description_1797,139,00,50,4,1
Product_1798,Description_1798,81,00,23,4,1
Product_1799,Description_1799,453,00,16,1,2
Product_1800,Description_1800,28,00,48,2,2
Product_1801,Description_1801,342,00,57,2,1
Product_1802,Description_1802,364,00,59,3,2
Product_1803,Description_1803,470,00,85,4,2
Product_1804,Description_1804,337,00,83,1,1
Product_1805,Description_1805,261,00,98,3,1
Product_1806,Description_1806,499,00,69,3,1
Product_1807,Description_1807,234,00,67,2,1
Product_1808,Description_1808,213,00,30,3,1
Product_1809,Description_1809,258,00,96,3,1
Product_1810,Description_1810,195,00,66,4,2
Product_1811,Description_1811,81,00,59,1,1
Product_1812,Description_1812,406,00,42,2,2
Product_1813,Description_1813,244,00,75,2,1
Product_1814,Description_1814,492,00,44,2,2
Product_1815,Description_1815,227,00,26,3,2
Product_1816,Description_1816,471,00,43,1,1
Product_1817,Description_1817,372,00,58,2,2
Product_1818,Description_1818,208,00,34,2,2
Product_1819,Description_1819,343,00,10,4,2
Product_1820,Description_1820,341,00,23,4,1
Product_1821,Description_1821,341,00,25,4,2
Product_1822,Description_1822,266,00,36,1,2
Product_1823,Description_1823,360,00,46,2,1
Product_1824,Description_1824,82,00,80,4,2
Product_1825,Description_1825,319,00,22,4,2
Product_1826,Description_1826,452,00,4,4,2
Product_1827,Description_1827,222,00,17,1,2
Product_1828,Description_1828,303,00,63,4,1
Product_1829,Description_1829,63,00,82,1,2
Product_1830,Description_1830,312,00,55,2,2
Product_1831,Description_1831,394,00,63,3,2
Product_1832,Description_1832,405,00,88,4,1
Product_1833,Description_1833,182,00,98,2,1
Product_1834,Description_1834,260,00,10,2,1
Product_1835,Description_1835,225,00,31,1,1
Product_1836,Description_1836,62,00,98,1,1
Product_1837,Description_1837,241,00,1,3,2
Product_1838,Description_1838,369,00,43,1,2
Product_1839,Description_1839,226,00,15,1,1
Product_1840,Description_1840,172,00,12,1,2
Product_1841,Description_1841,496,00,30,2,1
Product_1842,Description_1842,277,00,39,2,2
Product_1843,Description_1843,207,00,56,3,1
Product_1844,Description_1844,386,00,67,2,2
Product_1845,Description_1845,286,00,53,1,2
Product_1846,Description_1846,49,00,72,3,1
Product_1847,Description_1847,201,00,62,4,2
Product_1848,Description_1848,11,00,62,1,2
Product_1849,Description_1849,363,00,39,2,1
Product_1850,Description_1850,386,00,12,1,2
Product_1851,Description_1851,140,00,85,2,2
Product_1852,Description_1852,223,00,84,4,2
Product_1853,Description_1853,65,00,63,4,2
Product_1854,Description_1854,438,00,97,3,2
Product_1855,Description_1855,426,00,51,4,2
Product_1856,Description_1856,182,00,78,2,1
Product_1857,Description_1857,241,00,96,4,2
Product_1858,Description_1858,296,00,98,1,1
Product_1859,Description_1859,271,00,31,3,2
Product_1860,Description_1860,287,00,99,1,2
Product_1861,Description_1861,332,00,33,4,1
Product_1862,Description_1862,266,00,48,2,2
Product_1863,Description_1863,25,00,16,1,2
Product_1864,Description_1864,319,00,34,4,2
Product_1865,Description_1865,358,00,82,1,2
Product_1866,Description_1866,224,00,52,2,1
Product_1867,Description_1867,297,00,79,3,1
Product_1868,Description_1868,234,00,91,1,2
Product_1869,Description_1869,312,00,81,3,1
Product_1870,Description_1870,155,00,60,3,1
Product_1871,Description_1871,32,00,22,4,1
Product_1872,Description_1872,243,00,85,3,2
Product_1873,Description_1873,383,00,36,3,1
Product_1874,Description_1874,235,00,92,2,2
Product_1875,Description_1875,97,00,38,4,2
Product_1876,Description_1876,64,00,8,2,2
Product_1877,Description_1877,186,00,64,3,1
Product_1878,Description_1878,280,00,52,4,2
Product_1879,Description_1879,424,00,47,4,1
Product_1880,Description_1880,142,00,59,1,1
Product_1881,Description_1881,327,00,45,4,2
Product_1882,Description_1882,191,00,26,4,1
Product_1883,Description_1883,197,00,41,3,2
Product_1884,Description_1884,383,00,66,2,2
Product_1885,Description_1885,24,00,47,3,2
Product_1886,Description_1886,355,00,17,4,1
Product_1887,Description_1887,283,00,72,3,1
Product_1888,Description_1888,14,00,9,3,1
Product_1889,Description_1889,42,00,63,1,2
Product_1890,Description_1890,428,00,68,1,2
Product_1891,Description_1891,240,00,29,2,2
Product_1892,Description_1892,425,00,7,2,2
Product_1893,Description_1893,228,00,90,4,1
Product_1894,Description_1894,471,00,2,3,1
Product_1895,Description_1895,69,00,84,3,1
Product_1896,Description_1896,215,00,4,4,2
Product_1897,Description_1897,329,00,57,3,1
Product_1898,Description_1898,41,00,55,1,2
Product_1899,Description_1899,423,00,86,1,1
Product_1900,Description_1900,366,00,52,2,2
Product_1901,Description_1901,235,00,84,3,2
Product_1902,Description_1902,249,00,15,4,2
Product_1903,Description_1903,245,00,78,2,1
Product_1904,Description_1904,416,00,25,3,1
Product_1905,Description_1905,141,00,14,3,2
Product_1906,Description_1906,223,00,93,3,2
Product_1907,Description_1907,284,00,95,3,1
Product_1908,Description_1908,494,00,92,3,1
Product_1909,Description_1909,212,00,15,1,2
Product_1910,Description_1910,406,00,79,4,2
Product_1911,Description_1911,213,00,16,3,2
Product_1912,Description_1912,40,00,33,4,1
Product_1913,Description_1913,48,00,57,2,1
Product_1914,Description_1914,436,00,68,3,1
Product_1915,Description_1915,259,00,13,4,1
Product_1916,Description_1916,258,00,51,2,2
Product_1917,Description_1917,161,00,33,4,2
Product_1918,Description_1918,328,00,70,4,1
Product_1919,Description_1919,294,00,28,2,1
Product_1920,Description_1920,393,00,88,1,2
Product_1921,Description_1921,132,00,91,2,1
Product_1922,Description_1922,26,00,68,3,2
Product_1923,Description_1923,191,00,22,4,1
Product_1924,Description_1924,162,00,36,3,2
Product_1925,Description_1925,134,00,14,2,1
Product_1926,Description_1926,257,00,12,2,2
Product_1927,Description_1927,426,00,6,4,2
Product_1928,Description_1928,259,00,35,3,1
Product_1929,Description_1929,97,00,45,3,2
Product_1930,Description_1930,274,00,18,1,1
Product_1931,Description_1931,406,00,61,2,1
Product_1932,Description_1932,47,00,66,3,2
Product_1933,Description_1933,439,00,51,1,1
Product_1934,Description_1934,452,00,28,4,1
Product_1935,Description_1935,34,00,28,4,2
Product_1936,Description_1936,112,00,73,3,1
Product_1937,Description_1937,199,00,29,4,1
Product_1938,Description_1938,254,00,14,2,1
